1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 248, 0, 0, 0, 0, 0, 26, 180, 166, 123, 0, 0, 0, 0, 0, 178, 172, 208, 71, 0, 0, 0, 3, 110, 99, 127, 76, 190, 0, 0, 0, 2, 209, 198, 233, 81, 0, 0, 0, 3, 18, 73, 67, 179, 80, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 33, 98, 0, 0, 0, 0, 0, 9, 177, 17, 71, 0, 0, 0, 0, 4, 15, 186, 250, 19, 0, 0, 0, 1, 223, 196, 32, 173, 51, 0, 0, 0, 4, 210, 206, 233, 167, 0, 0, 0, 0, 4, 13, 22, 228, 38, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 83, 182, 76, 0, 0, 0, 0, 0, 100, 155, 41, 35, 0, 0, 0, 0, 1, 44, 213, 71, 129, 0, 0, 0, 2, 204, 31, 87, 13, 122, 0, 0, 0, 1, 25, 3, 107, 232, 36, 0, 0, 0, 8, 8, 5, 13, 156, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 186, 99, 0, 0, 0, 0, 0, 28, 189, 0, 12, 0, 0, 0, 0, 2, 233, 29, 147, 69, 0, 0, 0, 2, 71, 81, 74, 82, 68, 0, 0, 0, 0, 32, 46, 45, 117, 17, 0, 0, 0, 3, 14, 16, 239, 24, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 15, 179, 245, 0, 0, 0, 0, 0, 52, 12, 154, 132, 0, 0, 0, 0, 1, 129, 55, 175, 227, 0, 0, 0, 3, 229, 185, 4, 254, 197, 0, 0, 0, 0, 72, 90, 4, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 17, 54, 111, 0, 0, 0, 0, 0, 185, 140, 238, 197, 0, 0, 0, 0, 3, 169, 110, 5, 234, 0, 0, 0, 5, 163, 205, 101, 62, 31, 0, 0, 0, 0, 44, 44, 181, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 35, 252, 0, 0, 0, 0, 0, 153, 124, 79, 118, 0, 0, 0, 0, 0, 134, 117, 110, 124, 0, 0, 0, 3, 49, 20, 36, 171, 114, 0, 0, 0, 0, 104, 111, 146, 1, 1, 0, 0, 1, 9, 96, 92, 230, 124, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 37, 2, 0, 0, 0, 0, 0, 48, 202, 206, 1, 1, 0, 0, 0, 119, 127, 225, 199, 3, 0, 0, 2, 50, 14, 35, 57, 18, 0, 0, 0, 3, 202, 202, 33, 219, 144, 0, 0, 3, 11, 58, 61, 158, 168, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 142, 77, 0, 0, 0, 0, 0, 4, 8, 215, 105, 0, 0, 0, 0, 0, 80, 120, 63, 220, 0, 0, 0, 11, 186, 201, 118, 36, 163, 0, 0, 1, 60, 226, 248, 6, 24, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 73, 54, 0, 0, 0, 0, 0, 16, 145, 224, 204, 1, 0, 0, 0, 8, 247, 123, 53, 146, 0, 0, 0, 1, 87, 157, 196, 155, 90, 0, 0, 0, 2, 30, 61, 13, 206, 4, 0, 0, 1, 65, 211, 197, 138, 53, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 105, 0, 0, 0, 0, 0, 0, 113, 230, 149, 0, 0, 0, 0, 0, 211, 65, 135, 173, 0, 0, 0, 0, 10, 229, 54, 169, 147, 0, 0, 0, 0, 222, 244, 218, 243, 215, 0, 0, 0, 0, 5, 3, 230, 236, 47, 0, 0, 0, 0, 0, 0, 30, 82, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 202, 0, 0, 0, 0, 0, 15, 80, 212, 177, 1, 0, 0, 0, 0, 63, 159, 115, 176, 3, 0, 0, 1, 71, 163, 199, 10, 131, 0, 0, 0, 7, 43, 65, 143, 197, 166, 0, 0, 2, 52, 131, 138, 159, 20, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 194, 172, 0, 0, 0, 0, 0, 0, 49, 167, 42, 0, 0, 0, 0, 1, 171, 79, 89, 110, 2, 0, 0, 1, 52, 185, 185, 195, 136, 0, 0, 0, 5, 246, 14, 0, 245, 227, 0, 0, 0, 44, 97, 78, 57, 62, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 125, 0, 0, 0, 0, 0, 0, 249, 172, 233, 0, 0, 0, 0, 3, 38, 95, 99, 141, 0, 0, 0, 1, 213, 93, 53, 40, 146, 0, 0, 1, 2, 246, 16, 77, 179, 237, 0, 0, 1, 28, 192, 184, 107, 49, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 198, 2, 0, 0, 0, 0, 8, 129, 204, 236, 0, 0, 0, 0, 0, 166, 135, 253, 52, 0, 0, 0, 0, 30, 131, 40, 23, 168, 0, 0, 0, 12, 106, 114, 155, 250, 37, 0, 0, 0, 3, 9, 16, 239, 9, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 125, 34, 25, 0, 0, 0, 0, 0, 148, 192, 3, 153, 0, 0, 0, 0, 1, 36, 10, 176, 110, 0, 0, 0, 0, 202, 178, 5, 31, 152, 0, 0, 0, 0, 62, 28, 207, 168, 139, 0, 0, 5, 16, 200, 204, 87, 55, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 10, 214, 69, 0, 0, 0, 0, 0, 31, 82, 214, 120, 0, 0, 0, 0, 8, 39, 130, 39, 84, 0, 0, 0, 0, 111, 104, 240, 104, 6, 0, 0, 0, 7, 137, 140, 167, 12, 18, 0, 0, 0, 16, 34, 33, 207, 228, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 0, 0, 0, 0, 0, 8, 8, 5, 212, 0, 0, 0, 0, 0, 142, 199, 144, 37, 0, 0, 0, 3, 144, 181, 167, 230, 126, 0, 0, 0, 1, 75, 76, 145, 31, 0, 0, 0, 0, 0, 29, 30, 132, 30, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 252, 47, 0, 0, 0, 0, 0, 0, 22, 176, 55, 2, 0, 0, 0, 0, 126, 214, 102, 251, 0, 0, 0, 0, 6, 130, 42, 198, 236, 0, 0, 0, 2, 15, 224, 53, 73, 75, 0, 0, 0, 0, 220, 247, 182, 52, 62, 0, 0, 0, 13, 56, 51, 145, 176, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 82, 52, 0, 0, 0, 0, 0, 7, 93, 225, 204, 0, 0, 0, 0, 3, 239, 77, 87, 40, 0, 0, 0, 3, 113, 2, 40, 238, 51, 0, 0, 0, 2, 96, 70, 201, 4, 0, 0, 0, 0, 3, 2, 0, 3, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 74, 128, 121, 0, 0, 0, 0, 0, 34, 47, 29, 155, 0, 0, 0, 0, 2, 78, 164, 35, 94, 0, 0, 0, 3, 163, 155, 205, 4, 79, 0, 0, 0, 0, 24, 29, 143, 108, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 100, 198, 174, 0, 0, 0, 0, 0, 1, 201, 130, 20, 0, 0, 0, 0, 0, 242, 6, 19, 9, 0, 0, 0, 0, 1, 64, 218, 215, 224, 0, 0, 0, 0, 61, 26, 248, 165, 12, 0, 0, 0, 4, 27, 35, 184, 117, 0, 0, 0, 0, 0, 0, 0, 3, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 99, 37, 0, 0, 0, 0, 0, 5, 106, 149, 124, 0, 0, 0, 0, 5, 51, 109, 157, 198, 0, 0, 0, 0, 49, 3, 107, 147, 118, 0, 0, 0, 3, 18, 28, 52, 24, 12, 0, 0, 0, 6, 9, 13, 244, 192, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 109, 0, 0, 0, 0, 0, 0, 8, 20, 53, 0, 0, 0, 0, 0, 47, 230, 47, 222, 0, 0, 0, 0, 4, 218, 191, 120, 97, 0, 0, 0, 3, 48, 3, 18, 69, 120, 0, 0, 0, 0, 160, 168, 229, 21, 90, 0, 0, 0, 0, 73, 73, 202, 176, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 168, 0, 0, 0, 0, 0, 2, 186, 90, 76, 0, 0, 0, 0, 0, 15, 3, 167, 62, 0, 0, 0, 0, 0, 58, 114, 113, 178, 0, 0, 0, 0, 35, 75, 98, 201, 103, 0, 0, 0, 0, 57, 58, 44, 98, 77, 0, 0, 0, 7, 6, 5, 40, 47, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 38, 137, 122, 2, 0, 0, 0, 0, 46, 60, 47, 99, 0, 0, 0, 0, 0, 225, 17, 79, 163, 0, 0, 0, 1, 86, 253, 206, 120, 69, 0, 0, 1, 10, 222, 247, 42, 75, 22, 0, 0, 0, 53, 58, 45, 105, 230, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 198, 51, 30, 0, 0, 0, 0, 0, 0, 179, 21, 148, 0, 0, 0, 0, 6, 252, 52, 126, 3, 0, 0, 0, 0, 41, 36, 89, 67, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 79, 151, 234, 0, 0, 0, 0, 0, 89, 76, 92, 81, 0, 0, 0, 0, 3, 157, 157, 195, 104, 0, 0, 0, 1, 124, 126, 197, 62, 153, 0, 0, 0, 4, 41, 38, 91, 41, 0, 0, 0, 0, 0, 0, 0, 8, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 34, 32, 202, 0, 0, 0, 0, 0, 57, 102, 207, 240, 0, 0, 0, 1, 40, 31, 136, 88, 191, 0, 0, 0, 9, 166, 150, 161, 41, 255, 0, 0, 0, 58, 139, 117, 14, 32, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 16, 0, 0, 0, 0, 0, 1, 184, 15, 35, 0, 0, 0, 0, 0, 25, 114, 105, 104, 0, 0, 0, 0, 3, 65, 129, 235, 197, 0, 0, 0, 1, 40, 127, 69, 81, 84, 0, 0, 0, 0, 13, 17, 146, 50, 0, 0, 0, 0, 0, 0, 0, 39, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 95, 89, 0, 0, 0, 0, 0, 0, 7, 136, 124, 0, 0, 0, 0, 0, 7, 196, 53, 38, 0, 0, 0, 0, 2, 170, 223, 145, 245, 0, 0, 0, 4, 243, 9, 252, 42, 77, 0, 0, 0, 3, 23, 36, 113, 161, 214, 0, 0, 0, 51, 245, 215, 142, 185, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 47, 209, 207, 0, 0, 0, 0, 0, 153, 64, 42, 63, 0, 0, 0, 0, 1, 164, 182, 162, 46, 0, 0, 0, 0, 74, 147, 45, 219, 32, 0, 0, 0, 0, 67, 61, 217, 49, 0, 0, 0, 3, 6, 21, 20, 27, 49, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 4, 101, 76, 200, 0, 0, 0, 0, 3, 21, 114, 173, 81, 0, 0, 0, 3, 150, 93, 119, 76, 0, 0, 0, 0, 0, 5, 6, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 49, 100, 138, 1, 0, 0, 0, 0, 8, 201, 113, 227, 0, 0, 0, 0, 5, 168, 9, 129, 2, 0, 0, 0, 1, 32, 11, 102, 64, 37, 0, 0, 0, 2, 129, 126, 111, 202, 0, 0, 0, 0, 2, 12, 10, 3, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 20, 226, 134, 0, 0, 0, 0, 0, 138, 103, 69, 38, 0, 0, 0, 0, 6, 154, 243, 74, 207, 0, 0, 0, 2, 190, 162, 240, 77, 105, 0, 0, 0, 0, 10, 9, 66, 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 176, 126, 0, 0, 0, 0, 0, 14, 148, 3, 235, 0, 0, 0, 0, 3, 81, 155, 14, 221, 0, 0, 0, 1, 130, 71, 31, 73, 49, 0, 0, 0, 0, 86, 107, 40, 215, 0, 0, 0, 5, 19, 48, 46, 144, 125, stroma
0, 0, 0, 0, 0, 0, 0, 0, 50, 68, 136, 0, 0, 0, 0, 0, 6, 46, 64, 159, 0, 0, 0, 0, 0, 229, 165, 201, 54, 0, 0, 0, 0, 0, 10, 168, 133, 111, 0, 0, 0, 0, 27, 109, 197, 155, 8, 0, 0, 0, 0, 29, 31, 149, 203, 0, 0, 0, 0, 0, 0, 0, 22, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 152, 203, 3, 0, 0, 0, 0, 13, 120, 139, 255, 1, 0, 0, 0, 3, 102, 16, 46, 158, 2, 0, 0, 0, 164, 40, 109, 182, 5, 0, 0, 0, 9, 79, 125, 102, 197, 65, 0, 0, 0, 62, 173, 201, 226, 139, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 41, 39, 236, 0, 0, 0, 0, 0, 135, 175, 136, 34, 1, 0, 0, 0, 6, 153, 93, 215, 89, 0, 0, 0, 2, 63, 196, 128, 90, 108, 0, 0, 0, 0, 128, 127, 242, 248, 17, 0, 0, 0, 14, 30, 28, 174, 118, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 184, 209, 0, 0, 0, 0, 0, 161, 109, 208, 126, 0, 0, 0, 0, 0, 124, 171, 206, 243, 0, 0, 0, 1, 50, 64, 158, 50, 229, 0, 0, 0, 3, 215, 234, 27, 184, 31, 0, 0, 1, 34, 97, 77, 108, 180, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 62, 40, 0, 0, 0, 0, 0, 8, 157, 112, 150, 0, 0, 0, 0, 0, 144, 11, 88, 132, 0, 0, 0, 1, 81, 16, 110, 166, 70, 0, 0, 0, 10, 164, 145, 209, 250, 238, 0, 0, 0, 22, 64, 77, 197, 49, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 87, 77, 0, 0, 0, 0, 0, 0, 68, 6, 245, 0, 0, 0, 0, 0, 186, 167, 53, 249, 0, 0, 0, 0, 0, 13, 230, 249, 115, 0, 0, 0, 3, 150, 105, 157, 26, 135, 0, 0, 2, 3, 102, 110, 125, 106, 0, 0, 0, 0, 0, 1, 1, 121, 53, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 66, 17, 1, 0, 0, 0, 0, 115, 163, 163, 231, 0, 0, 0, 2, 41, 237, 43, 193, 83, 0, 0, 0, 6, 45, 50, 32, 0, 47, 0, 0, 0, 4, 17, 14, 49, 167, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 45, 2, 0, 0, 0, 0, 0, 56, 142, 205, 122, 0, 0, 0, 0, 6, 181, 220, 18, 141, 0, 0, 0, 2, 193, 210, 155, 213, 25, 0, 0, 0, 2, 41, 39, 196, 31, 5, 0, 0, 0, 4, 2, 1, 74, 65, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 35, 103, 98, 0, 0, 0, 0, 0, 3, 228, 101, 103, 0, 0, 0, 0, 0, 206, 15, 136, 233, 0, 0, 0, 0, 8, 147, 9, 153, 84, 0, 0, 0, 1, 36, 45, 143, 145, 104, 0, 0, 0, 2, 45, 37, 233, 153, 7, 0, 0, 2, 8, 90, 91, 95, 246, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 194, 0, 0, 0, 0, 0, 1, 71, 71, 202, 0, 0, 0, 0, 2, 229, 135, 206, 132, 0, 0, 0, 1, 113, 119, 123, 206, 7, 0, 0, 0, 6, 173, 180, 142, 177, 0, 0, 0, 1, 0, 0, 0, 161, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 59, 63, 0, 0, 0, 0, 0, 26, 229, 132, 206, 0, 0, 0, 0, 5, 219, 139, 219, 235, 0, 0, 0, 1, 90, 162, 234, 201, 232, 0, 0, 1, 5, 193, 190, 226, 21, 0, 0, 0, 0, 0, 0, 0, 27, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 177, 210, 0, 0, 0, 0, 0, 53, 99, 250, 134, 0, 0, 0, 2, 39, 198, 254, 97, 112, 0, 0, 0, 4, 2, 40, 241, 206, 158, 0, 0, 2, 74, 154, 162, 227, 127, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 79, 152, 0, 0, 0, 0, 0, 29, 36, 185, 173, 0, 0, 0, 0, 5, 206, 211, 110, 0, 0, 0, 0, 0, 111, 255, 136, 154, 159, 0, 0, 0, 1, 102, 118, 60, 246, 43, 0, 0, 2, 24, 137, 135, 17, 152, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 27, 0, 0, 0, 0, 0, 0, 21, 114, 97, 0, 0, 0, 0, 3, 75, 163, 180, 83, 0, 0, 0, 1, 186, 61, 99, 231, 21, 0, 0, 0, 1, 138, 136, 115, 170, 41, 0, 0, 1, 11, 115, 117, 20, 95, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 25, 64, 242, 0, 0, 0, 0, 0, 76, 123, 222, 253, 1, 0, 0, 0, 1, 161, 45, 59, 193, 0, 0, 0, 3, 126, 196, 185, 181, 35, 0, 0, 0, 0, 204, 197, 88, 123, 0, 0, 0, 0, 0, 0, 0, 131, 22, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 63, 0, 0, 0, 0, 0, 0, 45, 224, 51, 0, 0, 0, 0, 0, 2, 55, 79, 98, 0, 0, 0, 2, 102, 216, 55, 239, 237, 0, 0, 0, 3, 16, 244, 119, 120, 12, 0, 0, 1, 11, 70, 66, 26, 254, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 156, 224, 0, 0, 0, 0, 0, 65, 93, 53, 131, 0, 0, 0, 0, 6, 167, 48, 127, 52, 0, 0, 0, 2, 89, 131, 83, 148, 10, 0, 0, 0, 0, 0, 0, 101, 103, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
