1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 234, 177, 0, 0, 0, 0, 0, 25, 224, 103, 197, 0, 0, 0, 0, 3, 63, 56, 239, 116, 0, 0, 0, 1, 18, 190, 112, 174, 87, 0, 0, 0, 1, 53, 31, 215, 67, 28, 0, 0, 0, 0, 37, 29, 181, 60, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 31, 0, 0, 0, 0, 0, 0, 64, 23, 253, 0, 0, 0, 0, 0, 140, 22, 11, 189, 0, 0, 0, 0, 2, 84, 150, 163, 92, 0, 0, 0, 0, 54, 170, 167, 5, 224, 0, 0, 0, 2, 188, 117, 152, 134, 2, 0, 0, 1, 1, 8, 4, 181, 154, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 237, 144, 0, 0, 0, 0, 0, 5, 188, 144, 36, 0, 0, 0, 0, 1, 215, 107, 162, 113, 0, 0, 0, 1, 41, 136, 149, 119, 186, 0, 0, 0, 2, 29, 189, 0, 83, 0, 0, 0, 0, 0, 0, 0, 74, 1, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 74, 179, 65, 0, 0, 0, 0, 0, 84, 119, 114, 19, 0, 0, 0, 0, 3, 99, 57, 231, 47, 0, 0, 0, 0, 48, 32, 100, 208, 63, 0, 0, 0, 0, 23, 10, 155, 105, 2, 0, 0, 0, 0, 0, 0, 64, 11, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 11, 3, 36, 0, 0, 0, 0, 0, 4, 191, 188, 160, 0, 0, 0, 0, 2, 214, 21, 202, 223, 0, 0, 0, 1, 38, 9, 110, 63, 84, 0, 0, 0, 3, 231, 142, 79, 103, 81, 0, 0, 0, 2, 30, 25, 43, 136, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 38, 32, 212, 0, 0, 0, 0, 0, 26, 235, 173, 202, 0, 0, 0, 0, 0, 229, 233, 30, 76, 0, 0, 0, 0, 15, 234, 148, 200, 89, 0, 0, 0, 6, 212, 176, 90, 221, 1, 0, 0, 0, 0, 4, 2, 202, 58, stroma
0, 0, 0, 0, 0, 0, 0, 0, 9, 29, 128, 0, 0, 0, 0, 0, 2, 71, 202, 194, 0, 0, 0, 0, 0, 152, 74, 143, 206, 0, 0, 0, 0, 1, 222, 32, 195, 244, 0, 0, 0, 0, 12, 90, 67, 177, 26, 0, 0, 0, 0, 95, 78, 161, 185, 33, 0, 0, 0, 0, 24, 25, 238, 190, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 142, 158, 0, 0, 0, 0, 0, 16, 143, 234, 102, 0, 0, 0, 0, 0, 154, 45, 212, 218, 0, 0, 0, 3, 25, 160, 168, 201, 48, 0, 0, 0, 0, 204, 123, 178, 218, 0, 0, 0, 1, 6, 74, 62, 106, 171, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 19, 112, 0, 0, 0, 0, 0, 2, 21, 177, 74, 0, 0, 0, 0, 3, 120, 162, 140, 49, 0, 0, 0, 0, 75, 13, 142, 220, 226, 0, 0, 0, 2, 196, 128, 18, 220, 0, 0, 0, 0, 0, 15, 15, 174, 101, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 58, 5, 22, 0, 0, 0, 0, 0, 66, 60, 59, 146, 0, 0, 0, 0, 1, 240, 32, 245, 196, 0, 0, 0, 2, 49, 103, 239, 165, 157, 0, 0, 0, 0, 11, 120, 44, 197, 32, 0, 0, 0, 0, 8, 8, 162, 12, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 126, 159, 0, 0, 0, 0, 0, 14, 160, 55, 0, 0, 0, 0, 0, 0, 190, 48, 180, 62, 0, 0, 0, 1, 18, 23, 195, 240, 157, 0, 0, 0, 0, 246, 143, 190, 177, 13, 0, 0, 0, 0, 10, 13, 105, 168, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 26, 0, 0, 0, 0, 0, 0, 15, 205, 219, 0, 0, 0, 0, 0, 36, 192, 151, 227, 0, 0, 0, 0, 0, 54, 97, 33, 147, 0, 0, 0, 2, 53, 13, 174, 215, 159, 0, 0, 0, 0, 68, 61, 216, 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 17, 227, 194, 0, 0, 0, 0, 0, 71, 149, 84, 200, 0, 0, 0, 0, 1, 233, 171, 10, 106, 0, 0, 0, 3, 46, 76, 100, 60, 26, 0, 0, 0, 0, 44, 33, 9, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 252, 64, 0, 0, 0, 0, 0, 79, 30, 188, 177, 0, 0, 0, 0, 0, 155, 73, 158, 99, 0, 0, 0, 3, 95, 85, 248, 226, 248, 0, 0, 0, 0, 97, 53, 129, 82, 2, 0, 0, 1, 2, 97, 35, 145, 16, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 26, 0, 0, 0, 0, 0, 0, 37, 35, 129, 1, 0, 0, 0, 0, 98, 105, 166, 47, 1, 0, 0, 1, 7, 134, 46, 122, 122, 0, 0, 0, 1, 131, 222, 2, 68, 123, 0, 0, 1, 3, 56, 39, 219, 141, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 178, 41, 0, 0, 0, 0, 0, 4, 5, 120, 203, 0, 0, 0, 0, 0, 76, 87, 0, 64, 0, 0, 0, 3, 121, 230, 155, 84, 122, 0, 0, 1, 0, 223, 224, 185, 188, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 214, 172, 0, 0, 0, 0, 0, 4, 108, 61, 161, 0, 0, 0, 0, 3, 194, 55, 37, 32, 0, 0, 0, 1, 22, 52, 250, 123, 238, 0, 0, 0, 1, 117, 245, 3, 186, 20, 0, 0, 0, 1, 223, 168, 99, 174, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 84, 141, 11, 0, 0, 0, 0, 0, 122, 82, 107, 17, 0, 0, 0, 0, 5, 10, 182, 200, 212, 0, 0, 0, 0, 58, 112, 227, 71, 162, 0, 0, 0, 0, 4, 4, 144, 85, 28, 0, 0, 0, 0, 0, 0, 181, 187, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 114, 0, 0, 0, 0, 0, 14, 57, 136, 22, 0, 0, 0, 0, 0, 49, 123, 251, 92, 1, 0, 0, 1, 18, 61, 26, 76, 137, 0, 0, 0, 2, 35, 221, 167, 107, 89, 0, 0, 1, 9, 136, 69, 61, 226, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 92, 0, 0, 0, 0, 0, 0, 37, 243, 234, 0, 0, 0, 0, 1, 156, 5, 249, 40, 1, 0, 0, 0, 19, 95, 159, 85, 140, 0, 0, 0, 5, 210, 96, 76, 252, 98, 0, 0, 0, 0, 94, 19, 0, 225, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 73, 0, 0, 0, 0, 0, 0, 71, 98, 229, 0, 0, 0, 0, 3, 87, 113, 224, 205, 0, 0, 0, 1, 48, 109, 226, 98, 64, 0, 0, 0, 2, 208, 136, 224, 8, 180, 0, 0, 1, 6, 197, 53, 17, 31, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 150, 141, 0, 0, 0, 0, 0, 3, 97, 230, 247, 0, 0, 0, 0, 0, 144, 58, 187, 217, 0, 0, 0, 0, 10, 29, 121, 133, 99, 0, 0, 0, 9, 10, 17, 103, 238, 41, 0, 0, 0, 0, 7, 9, 71, 189, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 106, 3, 75, 0, 0, 0, 0, 0, 235, 76, 63, 122, 0, 0, 0, 0, 0, 198, 20, 76, 39, 0, 0, 0, 0, 67, 244, 234, 166, 113, 0, 0, 0, 0, 17, 181, 21, 17, 112, 0, 0, 3, 6, 203, 17, 231, 107, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 0, 0, 0, 0, 0, 0, 10, 74, 209, 0, 0, 0, 0, 0, 7, 175, 187, 78, 0, 0, 0, 0, 2, 116, 32, 247, 159, 0, 0, 0, 0, 49, 249, 207, 150, 166, 0, 0, 0, 2, 121, 94, 21, 231, 12, 0, 0, 0, 1, 35, 31, 140, 55, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 61, 0, 0, 0, 0, 0, 3, 75, 14, 141, 0, 0, 0, 0, 0, 217, 181, 107, 17, 0, 0, 0, 2, 30, 83, 26, 117, 81, 0, 0, 0, 0, 67, 42, 174, 44, 1, 0, 0, 0, 0, 28, 18, 77, 98, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 135, 164, 0, 0, 0, 0, 0, 0, 17, 184, 54, 0, 0, 0, 0, 0, 55, 214, 102, 66, 0, 0, 0, 0, 2, 14, 197, 200, 199, 0, 0, 0, 1, 11, 123, 124, 117, 66, 0, 0, 0, 0, 199, 72, 227, 211, 54, 0, 0, 0, 0, 59, 45, 82, 255, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 96, 38, 0, 0, 0, 0, 0, 4, 71, 10, 188, 0, 0, 0, 0, 1, 212, 211, 96, 182, 0, 0, 0, 1, 33, 61, 138, 105, 109, 0, 0, 0, 0, 86, 236, 28, 23, 0, 0, 0, 0, 0, 3, 2, 3, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 57, 194, 72, 0, 0, 0, 0, 0, 15, 1, 14, 235, 0, 0, 0, 0, 1, 16, 199, 167, 246, 0, 0, 0, 2, 24, 205, 147, 159, 72, 0, 0, 0, 0, 24, 24, 128, 128, 0, 0, 0, 0, 0, 0, 0, 0, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 72, 35, 109, 0, 0, 0, 0, 0, 0, 98, 154, 100, 0, 0, 0, 0, 0, 137, 69, 249, 77, 0, 0, 0, 0, 0, 234, 34, 121, 77, 0, 0, 0, 0, 9, 215, 13, 8, 11, 0, 0, 0, 3, 26, 32, 24, 26, 0, 0, 0, 0, 0, 0, 0, 3, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106, 30, 0, 0, 0, 0, 0, 2, 74, 222, 86, 0, 0, 0, 0, 3, 221, 189, 227, 136, 0, 0, 0, 0, 71, 214, 89, 8, 42, 0, 0, 0, 2, 5, 160, 61, 155, 10, 0, 0, 0, 0, 12, 11, 148, 37, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 166, 66, 0, 0, 0, 0, 0, 0, 8, 189, 140, 0, 0, 0, 0, 0, 28, 38, 75, 149, 0, 0, 0, 0, 2, 49, 159, 15, 149, 0, 0, 0, 2, 68, 224, 155, 169, 155, 0, 0, 0, 0, 133, 71, 103, 34, 71, 0, 0, 0, 0, 73, 46, 209, 196, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 26, 0, 0, 0, 0, 0, 2, 50, 101, 201, 0, 0, 0, 0, 0, 185, 23, 161, 134, 0, 0, 0, 0, 0, 222, 159, 230, 108, 0, 0, 0, 0, 11, 59, 182, 193, 67, 0, 0, 0, 0, 43, 21, 229, 251, 46, 0, 0, 0, 0, 10, 66, 147, 138, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19, 0, 0, 0, 0, 0, 0, 26, 32, 241, 0, 0, 0, 0, 0, 36, 234, 235, 3, 0, 0, 0, 0, 0, 193, 130, 232, 185, 0, 0, 0, 1, 23, 74, 236, 170, 231, 0, 0, 0, 7, 82, 66, 126, 39, 43, 0, 0, 0, 3, 68, 55, 73, 36, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 0, 0, 0, 0, 0, 1, 11, 146, 123, 0, 0, 0, 0, 0, 97, 244, 56, 207, 0, 0, 0, 0, 2, 195, 161, 76, 5, 0, 0, 0, 0, 20, 34, 74, 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 124, 32, 0, 0, 0, 0, 0, 66, 105, 152, 15, 0, 0, 0, 0, 1, 75, 156, 125, 3, 0, 0, 0, 0, 24, 195, 235, 154, 55, 0, 0, 0, 3, 37, 102, 16, 57, 0, 0, 0, 0, 0, 0, 0, 8, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 30, 98, 140, 0, 0, 0, 0, 0, 45, 75, 78, 152, 0, 0, 0, 0, 8, 218, 60, 166, 35, 0, 0, 0, 4, 205, 137, 63, 118, 255, 0, 0, 0, 0, 141, 137, 152, 186, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 34, 0, 0, 0, 0, 0, 0, 3, 68, 164, 0, 0, 0, 0, 0, 190, 98, 88, 228, 0, 0, 0, 0, 1, 225, 122, 170, 111, 0, 0, 0, 1, 18, 99, 174, 54, 56, 0, 0, 0, 0, 13, 17, 28, 168, 0, 0, 0, 0, 0, 0, 0, 31, 8, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 124, 60, 0, 0, 0, 0, 0, 0, 7, 100, 160, 0, 0, 0, 0, 0, 2, 43, 138, 111, 0, 0, 0, 0, 2, 208, 148, 61, 110, 0, 0, 0, 2, 144, 91, 3, 49, 82, 0, 0, 0, 3, 201, 69, 222, 127, 184, 0, 0, 0, 0, 242, 179, 178, 239, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 126, 38, 0, 0, 0, 0, 0, 72, 206, 95, 205, 0, 0, 0, 0, 1, 110, 218, 23, 203, 0, 0, 0, 0, 25, 118, 108, 242, 24, 0, 0, 0, 0, 56, 39, 149, 150, 0, 0, 0, 1, 2, 24, 20, 6, 73, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 67, 148, 166, 0, 0, 0, 0, 1, 193, 17, 207, 230, 0, 0, 0, 3, 34, 255, 207, 198, 0, 0, 0, 0, 0, 5, 6, 46, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 49, 162, 77, 0, 0, 0, 0, 0, 172, 140, 147, 90, 0, 0, 0, 0, 3, 40, 97, 23, 150, 0, 0, 0, 0, 7, 192, 37, 220, 47, 0, 0, 0, 0, 128, 76, 254, 112, 0, 0, 0, 0, 0, 7, 9, 7, 4, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 20, 250, 110, 0, 0, 0, 0, 0, 61, 75, 249, 219, 0, 0, 0, 0, 2, 212, 255, 4, 211, 0, 0, 0, 2, 64, 49, 139, 178, 88, 0, 0, 0, 0, 10, 8, 45, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 225, 77, 0, 0, 0, 0, 0, 13, 94, 226, 67, 0, 0, 0, 0, 1, 36, 164, 195, 78, 0, 0, 0, 1, 32, 153, 143, 241, 41, 0, 0, 0, 0, 60, 73, 44, 14, 1, 0, 0, 2, 4, 49, 46, 81, 205, stroma
0, 0, 0, 0, 0, 0, 0, 0, 35, 85, 134, 0, 0, 0, 0, 0, 2, 242, 27, 4, 0, 0, 0, 0, 0, 89, 74, 29, 201, 0, 0, 0, 0, 0, 123, 94, 197, 8, 0, 0, 0, 0, 14, 70, 212, 194, 6, 0, 0, 0, 0, 26, 11, 7, 112, 0, 0, 0, 0, 0, 0, 0, 22, 0, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 18, 89, 0, 0, 0, 0, 0, 3, 69, 126, 73, 1, 0, 0, 0, 1, 244, 242, 218, 134, 0, 0, 0, 0, 97, 13, 146, 94, 150, 0, 0, 0, 3, 139, 96, 103, 49, 187, 0, 0, 0, 3, 168, 171, 78, 125, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 36, 241, 39, 0, 0, 0, 0, 0, 49, 156, 158, 118, 0, 0, 0, 0, 2, 238, 50, 68, 198, 0, 0, 0, 2, 22, 142, 165, 190, 66, 0, 0, 0, 0, 108, 54, 100, 234, 10, 0, 0, 0, 0, 35, 28, 98, 203, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 60, 77, 0, 0, 0, 0, 0, 79, 159, 2, 108, 0, 0, 0, 0, 0, 210, 234, 180, 120, 0, 0, 0, 0, 63, 16, 73, 101, 43, 0, 0, 0, 1, 209, 119, 242, 100, 23, 0, 0, 1, 4, 102, 38, 181, 171, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 74, 27, 0, 0, 0, 0, 0, 8, 93, 43, 27, 0, 0, 0, 0, 0, 118, 212, 160, 141, 0, 0, 0, 0, 11, 150, 109, 44, 130, 0, 0, 0, 3, 226, 186, 23, 102, 220, 0, 0, 0, 0, 67, 66, 69, 207, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 55, 0, 0, 0, 0, 0, 0, 63, 115, 141, 0, 0, 0, 0, 0, 112, 253, 111, 179, 0, 0, 0, 0, 0, 56, 10, 172, 113, 0, 0, 0, 1, 65, 23, 6, 127, 98, 0, 0, 0, 2, 93, 61, 12, 23, 1, 0, 0, 0, 0, 0, 1, 82, 93, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 217, 149, 1, 0, 0, 0, 0, 95, 134, 74, 113, 0, 0, 0, 2, 10, 125, 115, 87, 4, 0, 0, 0, 2, 84, 175, 225, 154, 52, 0, 0, 0, 0, 11, 16, 135, 89, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, 137, 166, 0, 0, 0, 0, 0, 20, 172, 225, 108, 0, 0, 0, 0, 3, 10, 162, 104, 31, 0, 0, 0, 1, 43, 77, 135, 90, 196, 0, 0, 0, 1, 41, 33, 26, 208, 5, 0, 0, 0, 1, 3, 2, 53, 87, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 30, 188, 18, 0, 0, 0, 0, 0, 1, 156, 72, 206, 0, 0, 0, 0, 0, 47, 75, 147, 65, 0, 0, 0, 0, 0, 113, 191, 145, 208, 0, 0, 0, 0, 6, 196, 150, 63, 59, 0, 0, 0, 0, 34, 31, 214, 193, 5, 0, 0, 1, 3, 90, 89, 183, 166, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 96, 132, 0, 0, 0, 0, 0, 1, 44, 46, 254, 0, 0, 0, 0, 0, 200, 63, 199, 242, 0, 0, 0, 0, 24, 209, 18, 208, 110, 0, 0, 0, 3, 162, 222, 237, 54, 0, 0, 0, 1, 0, 0, 0, 136, 25, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 173, 205, 0, 0, 0, 0, 0, 19, 155, 161, 2, 0, 0, 0, 0, 2, 181, 62, 147, 169, 0, 0, 0, 1, 32, 86, 22, 136, 131, 0, 0, 0, 3, 188, 218, 144, 83, 0, 0, 0, 0, 0, 0, 0, 27, 0, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 120, 0, 0, 0, 0, 0, 48, 77, 60, 95, 0, 0, 0, 1, 12, 164, 211, 51, 7, 0, 0, 0, 1, 32, 63, 48, 47, 204, 0, 0, 1, 2, 171, 154, 209, 209, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 146, 85, 0, 0, 0, 0, 0, 17, 203, 178, 25, 0, 0, 0, 0, 2, 107, 170, 38, 215, 0, 0, 0, 0, 25, 94, 40, 26, 118, 0, 0, 0, 0, 70, 83, 63, 73, 25, 0, 0, 2, 5, 142, 84, 151, 83, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 15, 0, 0, 0, 0, 0, 0, 12, 18, 202, 0, 0, 0, 0, 1, 19, 59, 78, 91, 0, 0, 0, 1, 34, 29, 249, 195, 91, 0, 0, 0, 1, 86, 10, 251, 223, 30, 0, 0, 1, 2, 112, 63, 89, 92, epithelium
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 19, 86, 226, 0, 0, 0, 0, 0, 50, 32, 60, 20, 1, 0, 0, 0, 0, 62, 175, 221, 1, 0, 0, 0, 1, 56, 177, 11, 23, 202, 0, 0, 0, 0, 204, 153, 3, 252, 0, 0, 0, 0, 0, 0, 0, 92, 61, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 45, 0, 0, 0, 0, 0, 0, 27, 212, 81, 0, 0, 0, 0, 0, 215, 186, 66, 23, 0, 0, 0, 1, 15, 35, 120, 243, 181, 0, 0, 0, 1, 193, 32, 145, 132, 11, 0, 0, 1, 2, 69, 38, 123, 195, stroma
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 223, 157, 0, 0, 0, 0, 0, 28, 188, 53, 73, 0, 0, 0, 0, 2, 45, 38, 95, 220, 0, 0, 0, 1, 28, 109, 251, 66, 8, 0, 0, 0, 0, 0, 0, 67, 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, epithelium
